Machine_ID,Temperature,Vibration,Pressure,RPM,Oil_Viscosity,Age_in_Days,Failure
M001,76.69189676857832,0.6298229838184682,3.412828678874346,3487.200460276651,9.293222734679654,168,1
M001,73.17282954516492,0.40944802417764503,3.8522694582839034,-1551.1179414051858,9.282207123952823,390,1
M001,65.09727969418317,0.4750371777043511,2.7372102153764675,5669.198673231773,9.475674823360356,245,1
M003,65.63144898810886,0.5452400135958938,4.171234484778655,8999.12196429761,8.045625513025911,422,1
M003,67.21157394768277,0.5487898135517979,3.6179741837422013,-964.3494382480199,6.821035508261261,381,1
M001,62.988431088780885,0.3879704624584943,2.7123737848343143,4124.411191075144,8.464526126618901,202,1
M003,79.17310789040545,0.39834757460989656,3.5100817563003535,-1070.2225724011278,7.8736928531715575,269,1
M002,76.26018983490209,0.6732199920299273,3.8906432993578863,4016.92956539836,5.614556824952821,254,1
M003,69.14877243120401,0.37540882630253203,3.312429810938728,-371.0315155408248,10.035102811575024,110,0
M001,70.93684618247485,0.6624023622590884,3.269620327265001,-264.16741823407847,7.137974735840539,495,1
M002,77.60568198095936,0.46872006160944,2.694857482550259,344.02585795175355,8.995301169505634,360,1
M001,69.76287757713358,0.581022774413894,3.046847521314721,5925.8793288833185,9.22802703739674,41,1
M001,62.83133337348616,0.42129751286001915,3.8596967365062462,2464.665980487009,9.97697880577185,55,0
M003,71.57448716755911,0.6169334155132628,4.000471744067951,-1790.0420812553675,6.663374825288523,330,1
M003,75.06103396928536,0.5879089737040724,3.7678942795737815,5329.30020835884,8.178568144711885,323,1
M002,71.81803020688898,0.6135235409138459,3.4843413966949335,7444.794759852758,10.650945199744317,309,1
M003,71.131517275048,0.38670729953299465,2.546133835551174,2939.4039913804877,8.88000238973287,90,1
M002,69.94886807156018,0.6240397217196394,3.8077301170468267,4301.0884795008615,8.615111505764109,312,1
M001,68.92869195266924,0.5094728746163326,2.770751395227756,3517.0026152185283,9.55480018911998,336,1
M002,69.6254812968637,0.754699759458253,3.9903466149279603,3608.041105013561,8.651005484133687,457,1
M001,73.54563193054283,0.5367118671140082,3.401303582262581,-1346.8876519640617,8.745242285743654,321,0
M001,72.2605966376275,0.48475767100125033,3.4536610505589755,8377.649645157107,6.9994087330721015,361,1
M002,72.5414761349546,0.30924617294089785,2.9636998471473186,-471.5370927473923,8.581225052252544,287,1
M001,67.83408467739768,0.695146688299993,3.9944347396331064,4194.5381709304165,8.289890816440296,496,1
M003,73.45912783965949,0.4048310824855365,3.702406155928568,8871.331947657574,8.093064943454001,428,1
M001,70.32101393635769,0.4776694162084538,2.837754134836161,5545.168675475976,8.951825813989299,362,1
M003,67.87921708040695,0.541963447445952,3.790411026056426,1781.4656053361305,8.842232603570439,253,0
M003,62.23057720653496,0.6595818848281146,2.6056973705520203,880.4416522952188,7.1836567997323275,237,1
M001,78.23635173278812,0.7466943911352675,2.8738044236577274,7043.5505963629,9.50781327832517,85,1
M001,65.85670809297072,0.4404301653544971,3.0922395658026423,5616.940301043557,8.92986700720667,101,1
M002,65.26327639048792,0.6401429257825992,3.3817360400558156,2624.439319562159,8.478392338985579,142,0
M003,63.98478699010097,0.5164962583754833,3.68766838645006,-3.8630930469862506,7.379225715782806,497,1
M002,61.26234165787588,0.5530965045121559,3.5266035513009673,1424.6935732762938,7.45311690678655,285,0
M003,71.59487875964433,0.4071706978274561,4.287766885580258,1827.4113031748332,9.617679713800104,337,0
M003,72.66314991755199,0.3940104449229185,3.6216980304788007,3269.4996701241294,8.733266970705062,497,1
M002,67.41498833915095,0.5585855566004172,3.2795860326824617,5071.884637568932,7.661848621054089,100,1
M002,68.01228258616722,0.5515212976693064,4.0766741427698,1916.8602427513797,8.551304882178307,286,0
M002,74.78038266532094,0.3814076144924269,3.5245629322398444,5508.612901221651,7.348436700622033,65,1
M001,63.921315298924284,0.5104759418515066,3.1753715739599313,2880.7526600928363,7.848513520834045,188,0
M001,73.1715946111451,0.4364381468994673,3.6444858954594697,4792.17576997412,6.93659368351803,305,1
M001,66.2986867996773,0.5929319274107813,3.723240173872562,2278.4407744296273,8.442363251241797,117,0
M003,69.42138514530892,0.6969281261067077,2.5827519674303456,14.339110446073391,9.559495861092579,74,1
M002,63.581228401396146,0.3438320373536906,2.9562741445071357,1330.3128248158812,8.602906934750845,209,1
M003,64.08330352373133,0.6139094949199209,3.9755972732175744,8115.502883438343,9.760929390771723,401,1
M002,72.87967050337781,0.5407694235301418,3.679638340748733,3614.8415645877067,7.4968828073217555,286,1
M003,62.93195276822023,0.43545258498520506,3.328001963431559,3537.166628692831,7.800703390833846,480,1
M003,66.36165876764736,0.5792357424129624,4.071547488842299,852.5723311473901,7.021880710854912,38,0
M001,79.27481655145596,0.34109018230389565,3.5306404924035744,5744.904217215721,7.839932881528877,311,1
M001,66.45567084708522,0.6528263275346403,3.2387318706390342,3555.637120177571,8.557898099739349,173,1
M003,68.69413660860617,0.4797100637914971,3.182491210816927,779.7292733584231,9.840937185804385,243,0
M001,70.1247886583432,0.4735669090558473,2.929626037737565,2429.3097230044073,10.157053697437846,131,1
M003,70.45352940216522,0.40384235930340795,2.4082566317345036,5643.13767866327,9.634374885300563,230,1
M001,68.52289253034682,0.5928185432262679,3.2212513860878844,1586.8667118672702,6.8817171209526595,394,1
M002,74.14602283698584,0.48110080935205135,3.9933416211829,4844.494543099592,9.884646511200557,499,1
M001,72.38758693972021,0.5220946128649544,3.7385919161298395,4947.773071710263,9.644517096837408,461,1
M003,65.35593378834079,0.5304653070789765,2.5007534099153466,-3371.00692552121,9.7554586206369,492,1
M001,63.537164653409604,0.610564495798285,3.1131528813119216,-2181.7184702465493,8.580254334111872,389,1
M002,70.1002165556386,0.5350646896030054,4.228754657046939,-3500.068249013176,7.184701712186131,248,0
M003,79.839030424521,0.4482096736031399,2.6531825882501097,5413.3538342179,6.520224874092797,142,1
M001,77.55191944800372,0.5695614032972864,3.3403899074578334,4540.085251306162,8.836971370382148,328,1
M003,68.6303137344002,0.4883942386912873,3.6218602926573893,5833.552805722434,7.881438298141555,37,1
M001,64.94222662318745,0.4773533468918679,4.024146055212706,324.06596724741394,7.951229996637311,239,0
M002,69.46472835788458,0.5249101141506604,3.164139524238946,2368.6311020652124,8.717646631029938,399,1
M003,71.90797573475533,0.5500145534488708,3.4096627322376993,3616.4809808301297,8.014274406746472,149,1
M003,72.23164240647023,0.6141736202990289,3.5338767375643148,-790.5738375683377,7.637005615238239,45,0
M002,68.86011814605868,0.44254143274314917,3.1223992017131934,4403.74722116707,10.15245723737971,271,1
M001,72.83332139900003,0.5902385933035277,4.734061053297643,-4721.824251901623,7.758188677257409,179,0
M001,63.52682249983587,0.5555765539153449,3.463415718175907,-1350.27864615806,8.532526477380161,443,1
M001,74.85883432793567,0.48967195652346723,3.4602668907481533,476.1882700356714,9.529026256785057,448,1
M002,69.59577214592693,0.3859910973759186,4.190953394756577,6925.8748671706,8.648228033488584,474,1
M001,67.539969294485,0.33508213481078314,3.092999925605209,5320.56495892534,8.673792345942813,281,1
M001,71.9058440962289,0.3701954444897576,3.3919690544896604,621.8276880722569,7.878128881497672,109,0
M001,68.44469403322626,0.47343845332445955,3.2328406512620305,5316.426603166202,9.12042078708367,303,1
M002,72.46600187766317,0.37597777095998675,3.8533891986527777,3213.954594717103,8.814054323620763,410,1
M002,74.85783884951886,0.4873542356646583,2.7793100947704046,6437.410272955001,6.595579092836555,411,1
M003,71.17555363828174,0.28702287835709395,4.3890515391052665,48.10062159744166,8.166886488131636,177,0
M003,77.45413444523453,0.4782143706452315,3.8144325879307095,4197.794033542967,8.94947884001804,319,1
M003,70.8968680036805,0.5905454663057577,3.287421153685033,4388.468016791049,9.148071484173979,420,1
M001,67.45807908712115,0.4715799011788338,3.0669278476641244,4171.032676730636,9.913990822129856,449,1
M002,77.5215019825478,0.4219236214470661,2.8475627698431776,448.7999629842534,9.104871735275376,273,1
M003,70.53343366376394,0.518034094395053,4.104268571255492,3693.8044556620334,7.932028523464173,36,1
M003,67.91546676884539,0.39343335943535374,3.6654123790164252,7021.618693038436,7.612094952415279,287,1
M003,64.43376633550754,0.4507999907250002,3.5864523263538186,-4632.044163809685,8.690522706447757,181,0
M002,69.97586778972823,0.44142481385553267,3.454901667571509,4172.627235251144,7.684207495706164,219,1
M003,75.89203970668251,0.504734402998972,3.7590505841226047,1854.8525227528007,7.713842040868184,163,0
M002,68.51741295066847,0.7542304256854846,3.926156399559786,1140.8177985995565,8.267277875622655,182,1
M001,68.95075711598885,0.6129372909190931,3.296500832274284,1018.5046431756837,8.951664577574626,166,0
M002,65.53030304197522,0.5639490234781472,4.383657292871819,3849.0821394894565,8.087738902493262,218,1
M002,74.27370997199746,0.321429229981783,2.4406423130023773,-2063.3160199372405,8.854953420019232,463,1
M001,71.77384699542621,0.6651519078255332,2.6761929193421583,1897.679461967014,7.608776348812456,434,1
M002,69.29198672101113,0.5722018795888673,3.7612208019879563,1768.7017396849617,8.222429380475857,292,0
M001,74.36718782705896,0.6079784840689965,3.8020932472611344,2318.605158874874,10.089969595693438,477,1
M001,67.01719072238689,0.35795868031326883,3.073996549499525,9338.99261554705,7.6961539289013094,75,1
M001,60.75918884753435,0.3980333556058355,4.249724042206806,178.2278719779315,7.822495054313753,374,1
M003,70.77543086804037,0.5414453483325372,3.418891574946282,-1286.0756575099622,6.269888653645277,187,1
M003,65.8348473477348,0.7114463653937105,4.241806616957187,-206.761697897849,6.991647285665791,271,1
M003,77.06821931181584,0.431902103064703,4.172094016357201,7995.251089250543,10.038707108617633,114,1
M002,75.461364578977,0.31350150750360245,2.7705768817735295,4132.2530307013885,10.761850226896483,240,1
M002,66.62578581369237,0.6663863479707296,3.414192413110312,1822.562054837168,8.074774913455498,355,1
M002,75.86200943829523,0.21070453081557605,4.380068533786621,4737.353426886775,9.148003523926127,284,1
M002,70.59928789999887,0.4484928720490567,3.1081753401139176,4316.127249248628,8.520429220789172,476,1
M002,73.38263392878117,0.4356409989655099,3.842324673222211,5521.578569917615,8.063196120247914,349,1
M003,59.320484812669925,0.38908162817381514,3.6080574741901303,6648.930907231524,6.9302622356751336,209,1
M003,70.65512793546723,0.4708477402790016,2.0096028631459335,4836.589436161583,7.539035105198012,390,1
M003,76.10394691365578,0.5204679880394023,3.5441201505434536,-3007.3089438788948,8.420639874739361,186,0
M002,55.692310884775225,0.5440973647151,3.724818447138054,5129.858404036794,8.99523921588955,367,1
M001,70.8814803391779,0.5466294991538091,3.157833866312331,-644.1224268057008,8.066845624341465,482,1
M002,67.35958159088871,0.3876023049902252,3.4986313955078394,-1310.0808150882208,6.949387559627453,146,1
M003,70.6894782848261,0.5075383478166554,4.194638210208543,-1071.36568014445,8.210833545263203,297,0
M001,76.20127351747928,0.4549592429426906,3.633738661867516,3028.1193145529446,10.155623071187335,330,1
M002,68.85665957506221,0.4790576188206577,4.090852363363784,-170.67362524439068,8.969416115288563,466,1
M001,67.2326609972714,0.5077017405021168,4.404402749262507,4670.79605583209,9.227382737411224,88,1
M003,65.61300875695716,0.5809631285257965,3.4725852595665034,9301.298228335625,9.2227012749088,268,1
M002,65.81664223783767,0.47486125294929193,3.065385118523212,4722.3480549879605,7.997967312020661,154,1
M003,81.14913535054752,0.3665342013752283,3.062610143885508,3923.993996420667,7.2041995069890445,241,1
M002,66.13805309249817,0.4474759334236505,3.6619787133815516,1440.0375493172605,7.948638164836268,333,0
M003,70.92465205845663,0.36815451913034747,3.5500592010189003,1143.8536713213746,6.718740930496941,457,1
M001,64.6748076481251,0.520837003149375,3.152956343708067,-549.2138833087074,9.569242384250984,61,0
M002,69.43351218725513,0.5747804218368374,2.932098322604895,1272.1748649542262,9.380320177540192,228,1
M003,66.05890880751215,0.48058194534022086,3.3252516546279414,-2448.218317728093,8.147458172684248,374,1
M003,65.436597870688,0.5184358656306043,2.9603968464777877,5574.324326764528,7.334347235367218,186,1
M001,65.9847704523914,0.4701990796885972,3.683674649415677,-1519.2469392735325,8.269428722240155,97,0
M001,77.32615760759195,0.4913011492809199,3.4395001693534435,-557.2038349174991,8.400334939089491,184,0
M003,67.58558495810472,0.4811499111040487,3.9702704446020376,6841.086229798046,5.9939765638317395,124,1
M001,70.86673523020377,0.5187350538891043,4.323108390971044,6385.1814463909595,10.301920561746263,395,1
M003,66.94400526047431,0.5460540869587654,3.765162521515932,3379.8773668139743,7.555050881766674,46,1
M002,71.24545032284034,0.383650113498565,4.355164246735921,6799.017141702467,8.232464846149604,422,1
M001,79.52742300635765,0.3843859072820622,3.6030409815635815,6526.7691568370665,7.922867851682361,77,1
M002,67.24702929586242,0.2994636385439755,3.807098167734028,4422.68056256594,8.925441859640399,224,1
M002,63.459982051834814,0.5157700412739976,4.166349073608309,9053.049085581648,9.0102282407606,70,1
M001,66.61088537920641,0.5491895675531688,3.3657086729906864,4092.9557280152976,8.53484131995132,245,1
M001,60.61668223121734,0.4444084005712242,3.8846819475516634,1021.1014555022161,8.070644549235602,232,0
M003,64.39885601739694,0.6200175835058918,3.028333309717778,5163.195401606175,8.188786030878385,119,1
M001,76.59529202679343,0.31509493453924287,4.117350560678638,3335.8158331510394,8.636286950791527,251,1
M001,70.1300387710128,0.5622732374539428,3.836425832449037,2569.6341690924464,9.437881631703954,388,1
M003,71.62483363557939,0.3925313310124221,3.361294815913465,3982.0693179406553,9.123248035788743,208,1
M003,71.3817358308029,0.40353077131922466,3.7399238264376677,4906.354891836382,8.830385287571408,416,1
M002,67.06734199679259,0.46778705456308745,2.8202190404847305,3913.508084952543,8.419698544152949,425,1
M003,72.43133363057571,0.558988263501046,3.1992559964386578,4616.230451436577,7.547062612562659,478,1
M003,78.9413374451541,0.3263819890335059,4.227116409488145,1719.635950250406,8.6587212985535,148,1
M002,67.94203789175064,0.560452614752763,3.488262297781456,9281.008238894232,8.340886951480705,414,1
M001,68.48246006724213,0.4601662799761417,3.952567398133983,3247.3080344260025,8.704705743449434,200,1
M002,79.345608326836,0.46087930821128076,3.9334243760486403,4303.8898146285765,10.512213353106404,309,1
M003,69.92571069012314,0.6222674320785462,3.5773322102107925,3453.724805702412,7.866503326338506,354,1
M001,60.93680511530686,0.6585304907532816,3.6639304122715686,-1088.8359379452936,7.729887595187125,65,1
M001,67.21147498248207,0.3215847368625717,2.80291918347595,1712.107362214956,10.386660616825283,394,1
M002,70.18741154294598,0.43287705261380827,3.3208533003923226,3262.952401535964,6.807399208094123,116,1
M001,70.0183744199171,0.6286306598330204,3.8016231245239807,3524.9419920357514,8.556156857871704,461,1
M001,71.72358741321727,0.5483767998204818,3.2272277216507206,977.5140503292005,9.503760248737034,158,0
M003,69.02265428262912,0.37862108202251915,3.42260202910288,302.9594009843281,8.96674824467101,147,0
M002,66.12244567606173,0.4605941183654401,3.1953702829228066,8859.414454628824,7.969488601435317,326,1
M001,60.30399142691643,0.507750488061349,3.182658287878156,2563.254090078632,8.869785194394058,96,0
M001,63.15522815772336,0.373280192610122,2.784345497120612,-1522.1795800328891,8.612193422026428,375,1
M001,69.19667513772856,0.4019447353157932,3.2673587933037544,4439.069952104889,10.500726211430592,163,1
M002,61.3792806777869,0.5481677973271553,3.024986793930386,6076.203699232648,8.062858788919117,410,1
M001,60.94182090484488,0.4757539676275665,3.028215480703507,3712.156970222224,6.9713622793570895,495,1
M003,60.152458292964816,0.6479250409130071,3.9719857897415998,1559.804569128261,8.501672086407359,159,0
M003,65.16403867990329,0.6628034618305108,4.278231684404084,5065.0097098621245,9.447898475607566,31,1
M001,61.42999099441017,0.6799514565229935,2.949922226745154,-7.259263825289054,8.403145698632581,380,1
M001,72.2090652944227,0.3825837242802168,3.2819490647327143,2845.3157087738746,10.95265451592558,416,1
M002,71.93053362735687,0.4235614553018854,2.8081423335647626,3114.97963166373,8.021273748485505,289,1
M001,61.4605860464204,0.560742457854718,3.753330090933484,-458.49681148748095,7.507836381832168,437,1
M001,66.56008293078298,0.4871914339876367,3.379857541766393,1217.4756060334332,9.487514214583058,321,0
M002,73.95415376926309,0.4054762985389339,3.2881427646636303,1905.9668366729907,8.908829278342253,121,0
M002,71.8777198425298,0.5712817529031989,4.414452500112377,2260.843467523845,8.750880325325065,236,0
M003,72.48339756538182,0.5278645027090889,2.358382702841215,3613.541980777691,8.004523956678003,38,1
M002,65.13167047427093,0.39524483248014697,3.0469795942846867,5764.366386482792,8.362453450459013,365,1
M003,70.10415988826041,0.5423431333742806,3.9211246424865007,745.0721022039418,7.417233769434556,45,0
M001,75.40589431065715,0.47314533022037963,3.222244722983267,-1643.8703467548712,7.848174946323176,483,1
M003,64.08568928355903,0.6109164613958893,3.6992368072884996,2571.8278382085496,8.855229230051831,40,0
M001,65.10917892361465,0.5760461959552468,3.3495897681123648,5374.69236944809,8.966846457150327,60,1
M003,63.32783811868883,0.4975900305412607,5.173916124575982,1668.3778368641467,7.529492323817615,381,1
M002,67.45395937493139,0.26632254865763083,3.3099691181170834,936.5848156594193,6.825444446356313,462,1
M003,69.18729396023612,0.5882757534825254,3.159321375342524,3760.203106284981,9.49104694099416,388,1
M002,65.55318872445905,0.6094719694407147,3.8717036728386205,-325.01401083865267,8.858909620809673,357,1
M001,78.6434582918862,0.5214590935094618,3.4005037802597893,791.6494641129891,6.594609749548843,436,1
M001,68.90772709659419,0.416217710645312,3.231134220553341,2147.7732835854895,8.461719399899401,157,0
M001,72.90899607269716,0.3601476867980079,3.5131746747179426,2504.8191454990947,9.035400556481067,80,0
M002,76.37578241970589,0.5456991869290333,3.7376250714820753,4135.302936264901,8.790569356734832,300,1
M003,66.12403637165747,0.3878387760032548,2.7002196895542574,-2949.090803332151,7.64164824698941,48,1
M002,71.78070680015668,0.364308797018587,2.9070010227918455,3200.7434463726754,8.217322087212217,176,1
M001,73.49778522081691,0.350237542131601,3.726551189434468,5359.689202462441,8.02369169257276,195,1
M002,55.22001247040777,0.5658445624106436,4.358586455870865,-104.3238063572494,8.772621482054866,400,1
M001,65.90174862904321,0.6246552218334784,3.7485757653154907,4467.456373538741,10.85375372194355,46,1
M003,77.29081554230548,0.6679603875464244,3.3814458875847926,586.7924594984943,9.620304343105799,363,1
M001,60.38182283387506,0.45119010227593265,3.664523000554651,5506.178209450451,7.6099837514393025,377,1
M001,64.09994397035256,0.29427109487750613,3.8665983894367213,2397.1527252490228,8.230899647850041,496,1
M002,70.72893635212101,0.5491589909573771,3.236133266463231,1679.0300373210116,7.630784355089091,492,1
M003,71.03176160872638,0.389340830633201,3.565901051000709,2734.380573913135,9.161812176912221,339,0
M001,71.67917570862959,0.7183508215286303,3.6048100965000063,1382.1316505400557,9.447783916309628,139,1
M001,68.71320048613167,0.65611733637937,2.697919204564512,-3536.4752936285913,8.590061941351614,189,1
M003,67.59910471081247,0.6355532605014846,4.05710885201734,1756.3420590605438,8.510251876333902,459,1
M002,61.880804546852715,0.5738512702288916,3.071015182115139,1361.5768883423766,9.613850958733984,361,1
M001,71.33479648086951,0.5809852625929102,4.018810194373722,567.8931750031604,8.203722285978074,193,0
M002,74.39457707868563,0.40442428688468285,3.7799049850195257,3239.2897308260635,8.098315939550202,240,1
M002,73.6177685091528,0.45391545882750506,3.573703608551598,2979.822730011272,7.578390773687627,180,0
M001,73.9818155714457,0.6023402578480619,3.8439154149211654,916.7673832588719,8.244395241402936,420,1
M001,63.02272787732068,0.41035049896397874,3.1320689886214845,8833.466696153751,8.134289432847781,72,1
M003,64.48010898299832,0.6100334286171629,4.071272717785052,1051.5210115972134,9.01546559803367,300,0
M001,71.01388464884266,0.4929374230403815,3.1006347435168378,-291.84426338121466,8.532457928581886,112,0
M001,66.28225759524818,0.5729780654657138,3.3167505187241653,2582.422764320236,10.091584108575653,450,1
M003,72.50169436942524,0.6181073148575482,2.385971429958631,7563.5759822226055,7.866824802171637,434,1
M002,67.1020272714694,0.41636777326368385,4.763856705562622,435.7320877600546,9.469915909623316,259,0
M003,69.61200714737635,0.49055683066784644,3.43806643855975,2634.6914193101184,8.674637730658374,382,1
M001,73.11021564764029,0.621875652266889,3.390285210477541,2364.2492176884944,7.4091864568492625,377,1
M001,75.42766920602124,0.44204114750012446,3.4070651198168656,-463.1700148352302,8.998633653278757,120,0
M001,75.28494982251932,0.4748238872333338,4.353885155894173,-1811.246721829506,10.160066795973897,404,1
M002,73.86615544179786,0.5324420676711648,3.15913413905411,6992.3354718113105,8.711207700547643,59,1
M003,60.944243400233546,0.5116062619192556,3.3312721995090606,3346.540042132524,7.621966680021484,380,1
M001,66.32049192364606,0.5317257643631923,3.101297663594393,-566.6354537029392,9.794685428183895,496,1
M001,71.65512670554209,0.55646378394804,3.336702042394471,505.16846062932154,8.227036593597179,212,0
M003,63.9300015139071,0.6433264043261968,3.408647398676844,2597.8127832807536,8.675687405945757,68,0
M003,60.11071446531082,0.34995781539861315,2.9411989648584376,5118.917460822624,8.3677225711663,170,1
M003,71.09852127516328,0.508801840879175,2.5229314717399833,2175.182199652997,8.410064870770027,289,1
M001,62.618380034970116,0.5411919278925595,3.245178388319982,2911.9712314172757,9.175889924864935,390,1
M002,67.70258457287575,0.5456882209224104,3.771277937736325,2453.383762958622,8.019893998026964,102,0
M002,61.095701081615864,0.4906525446629446,2.8589288295685784,1779.588378034326,7.391308863666099,196,1
M001,70.03897027712478,0.5499841645286085,3.593133245862731,6943.517822962447,7.895622080322625,68,1
M002,65.2777402424302,0.5320323678796515,4.238074685711827,-232.4630636194015,7.711307199960135,169,0
M002,72.19145896942365,0.5178902687309195,2.7622869666247984,-458.69713552196254,8.863585001746872,314,1
